gene,BCC199_G3F,BCC199_G3H,BCC199_G6M,BCC199_G6N,BCC199_S3K,BCC199_S3L,BCC199_S6T,BCC199_S6U,BCC56535_G3F,BCC56535_G3H,BCC56535_G6M,BCC56535_G6N,BCC56535_S3K,BCC56535_S3L,BCC56535_S6T,BCC56535_S6U,HUT2365_G3F,HUT2365_G3H,HUT2365_G6M,HUT2365_G6N,HUT2365_S3K,HUT2365_S3L,HUT2365_S6T,HUT2365_S6U
acu07440_1,2134,2234,2485,1690,1355,1465,1513,1467,2032,2089,3270,3524,5943,6742,2969,3759,2626,2226,3165,2936,5288,2797,2585,2757
acu07441_1,960,692,1377,1232,1462,1732,1241,1310,997,917,904,851,602,616,1616,1805,1664,1652,1606,1926,2393,1478,2525,2324
acu07442_1,395,273,403,366,190,244,236,225,385,387,665,587,476,558,604,1074,543,517,515,496,624,360,404,555
acu07443_1,130,84,129,85,55,46,246,163,399,1022,174,226,1038,1021,453,375,166,134,181,164,272,104,956,700
acu07444_1,1269,564,532,447,1811,1826,1570,1485,242,349,544,584,4793,2685,4566,1212,1875,2108,2509,2158,4237,2401,4079,3462
acu07445_1,4963,3302,3372,2675,4030,4224,2276,2411,1831,2163,1919,2094,1420,1000,1521,1183,2978,2556,2969,2892,2504,1586,1251,2344
acu07446_1,3003,2036,2524,2024,1275,1272,1349,1550,1691,1466,593,867,1512,1305,1300,1480,1853,1618,1403,2089,1167,679,929,1279
acu07447_1,801,484,525,578,4381,4281,1978,1742,896,737,265,800,1753,928,1814,1620,1586,1202,877,1336,704,420,715,1330
acu07448_1,270,239,138,202,4994,5072,682,540,416,340,359,486,6658,6965,4078,3720,282,215,188,257,1029,595,249,574
acu07449_1,2226,969,1765,1824,2569,2490,1979,1989,1141,1271,604,1291,1198,802,1055,1335,1771,1281,862,1506,753,520,813,1463
acu07450_1,1914,1693,2202,1294,649,597,707,712,796,693,639,772,898,762,889,802,1561,1123,1542,1784,2237,952,1133,1302
acu07451_1,466,337,363,328,303,295,349,241,289,264,399,490,444,465,775,898,806,772,847,931,1052,367,496,704
acu07452_1,450,316,329,331,335,287,265,245,378,547,414,595,864,726,767,864,620,560,486,701,249,183,202,312
acu07453_1,5428,4256,4693,5120,4311,4664,2983,2786,4599,4301,2623,3444,4544,3937,3561,4807,4856,4316,4262,4532,2720,1717,2444,4002
acu07454_1,913,696,775,710,1249,1202,959,813,739,736,554,943,721,630,835,913,1369,1426,1248,1405,1218,870,860,1431
acu07455_1,583,493,516,521,271,286,307,270,336,496,471,693,475,496,337,368,1169,1084,983,1174,1596,645,679,1070
acu07456_1,1344,828,1054,1106,7123,7396,3822,2971,4255,4066,1585,4332,3092,2822,1479,2050,2635,2545,1422,2141,2682,1269,1281,2717
acu07457_1,1486,1164,1230,1216,870,928,705,689,1127,3073,2152,3030,1717,1504,2220,1874,1552,1459,1371,1541,1675,838,1321,1624
acu07458_1,14048,15078,28080,26466,48480,47753,61081,46897,51965,65077,37398,58396,78807,77427,44661,101445,48481,41688,38515,45877,39706,31873,45919,75835
acu07459_1,4791,2105,4761,2842,2651,2870,1815,1737,1931,2220,1581,2002,1727,979,1280,1495,1527,1201,1071,1344,785,519,545,1133
acu07460_1,8946,7372,6244,5770,22784,23588,30391,32490,12636,11159,10855,11815,7348,9332,6754,11325,16152,16535,15336,12120,29241,20109,31575,38421
acu07461_1,1428,1794,995,747,1676,1724,2225,1985,695,466,117,187,514,453,2088,1444,1959,1688,2026,2323,1774,1275,2079,1221
acu07462_1,4659,5767,7171,7271,6958,8849,10750,10172,5194,10713,4046,9204,8543,7158,9116,10605,6880,5573,5026,7076,11522,10309,9775,15185
acu07463_1,62,142,81,115,128,115,125,118,156,237,476,503,297,306,222,224,232,220,234,208,154,158,159,127
acu07464_1,684,632,744,712,887,961,845,721,168,182,211,378,185,145,123,157,1318,1176,1043,1304,467,287,314,736
acu07465_1,4543,3447,3758,3319,2019,2158,1514,1505,1963,2329,2163,3345,2079,1492,2960,3177,2919,2564,1875,3088,1825,890,1189,1593
acu07466_1,4235,8523,8716,8986,9057,9409,8845,7370,6657,7583,8720,13615,6359,6169,1979,2879,11971,12879,11020,12229,10009,6836,5909,8601
acu07467_1,2657,2300,2049,1917,1416,1474,1003,889,1494,1794,2401,2629,1672,1264,2155,2290,1608,1365,1290,1593,659,447,678,904
acu07468_1,1449,1025,1119,1064,1221,1127,906,863,774,1040,810,964,816,730,800,699,4278,3574,4217,4830,3696,2324,3167,3448
acu07469_1,1359,1110,938,621,716,778,607,605,1306,994,556,859,1463,1363,490,633,601,597,768,653,922,497,521,580
acu07470_1,35197,37026,37231,29975,36991,40769,34326,34714,45819,61918,38586,61033,33304,26607,29181,34717,35620,34532,30674,34451,32405,27892,27141,48372
acu07471_1,297,948,1039,778,44,46,51,32,164,153,103,186,30,26,85,91,364,383,482,452,408,237,255,261
acu07472_1,579,663,770,717,53,44,89,47,704,534,288,487,65,92,458,329,668,593,537,724,465,189,129,487
acu07473_1,5424,5125,5118,4409,5432,6282,4103,4189,1722,2177,2484,2634,3111,2613,2716,3351,4642,4277,4464,4832,3709,1980,3128,3941
acu07474_1,2592,4435,5782,4786,1333,1372,1026,1085,2439,3802,4868,6167,1852,3094,1083,1275,6345,4795,5198,7155,2640,861,1274,1865
acu07475_1,2129,2121,1786,1683,1946,2080,1290,1205,240,381,216,470,418,547,402,469,1657,1407,1494,1734,1759,899,1217,1685
acu07476_1,13016,13855,13154,12903,18867,20483,15895,16829,17248,20821,10721,13440,23779,24043,18698,24655,20062,16361,19024,22416,19067,18613,21986,31025
acu07477_1,956,2351,2421,2731,1103,1183,918,813,908,2272,1555,2777,779,660,376,627,1566,1371,1190,1528,613,408,433,621
acu07478_1,3089,2240,2614,2499,3036,3128,2045,2306,2072,2582,1509,2620,2348,1571,2779,2686,3957,3196,3140,4244,2162,1835,2005,3175
acu07479_1,6219,5603,4841,4503,2979,3447,2897,2977,2671,3155,3225,3205,3783,3563,2957,2646,3040,2774,3803,3732,5100,2502,3432,3370
acu07480_1,95,49,79,68,49,63,23,14,45,26,3,9,7,10,10,16,98,95,93,119,7,3,7,20
acu07481_1,1104,1044,1037,817,475,486,514,421,813,1039,994,1110,942,1011,922,1179,2460,2200,2339,2781,1793,945,709,1210
acu07482_1,476,1851,1958,875,245,224,412,282,1809,3241,424,888,215,266,149,174,754,1045,649,687,672,774,385,576
acu07483_1,814,862,994,771,244,293,272,310,1097,882,1281,1138,587,504,420,647,1955,1892,1878,2031,3514,1367,2714,2358
acu07484_1,187,69,55,67,47,39,82,75,219,185,223,226,733,770,937,490,46,57,94,79,70,45,94,72
acu07485_1,1762,1294,1400,1116,1300,1446,850,931,1125,1467,1525,2022,1604,1110,1362,1307,1441,1126,1228,1357,1960,1072,1231,1671
acu07486_1,779,483,696,664,512,545,354,409,981,1262,1166,1496,762,571,954,931,705,569,583,781,358,391,388,544
acu07487_1,676,503,541,535,655,749,588,508,860,1215,892,886,2469,1781,951,1080,672,549,650,739,610,466,637,827
acu07488_1,660,455,433,342,556,578,746,569,563,591,501,503,7901,5244,882,679,607,735,917,793,399,179,590,418
acu07489_1,1908,1818,1077,775,1834,2325,2517,2371,1979,2507,2708,2032,4431,4144,4285,3944,5181,4133,5506,5922,5315,3932,4332,3822
acu07490_1,4294,3185,3231,3945,2129,2624,3273,2940,6898,8691,9242,6192,9557,9991,8004,5306,3846,3659,4957,4926,2839,2242,4867,3199
acu07491_1,705,639,651,517,462,440,324,317,348,901,497,686,273,314,313,366,482,437,435,502,482,392,406,526
acu07492_1,307,222,230,196,189,205,252,180,305,473,394,405,304,239,355,296,510,447,565,529,790,416,638,533
acu07493_1,1406,1410,1205,1251,1658,1770,1095,1030,1436,1745,1722,2495,3441,4014,2550,2689,1419,1850,1735,1654,2933,1666,1871,2099
acu07494_1,2425,1649,1822,1598,1110,1106,1684,1503,1312,1818,814,1065,2203,1493,3033,2848,1469,1137,1109,1700,1359,843,1689,2249
acu07495_1,2493,1814,1759,1694,2207,2248,1658,1516,1651,1943,1809,2228,1704,1309,2189,2123,2211,2094,2090,2310,2803,1594,2242,2937
acu07496_1,1665,2072,1685,1471,1901,2059,1788,1669,1709,2516,2215,2776,2927,2943,2405,2635,2017,1939,2212,2327,4370,2779,3479,3386
acu07497_1,22046,15000,17721,15626,12860,13780,11400,11694,11835,14621,12838,13227,10929,8268,12184,10114,10973,9623,10682,11396,8636,6545,7977,12202
acu07498_1,768,592,401,334,224,216,286,258,154,206,348,314,1077,697,1114,668,1009,896,1421,1159,746,573,734,759
acu07499_1,235,169,242,215,239,245,241,248,93,176,73,101,150,103,180,160,187,107,122,189,231,127,107,144
acu07500_1,1286,931,1764,1921,1679,1953,1674,1385,663,883,465,768,595,883,997,777,2527,1814,1305,2179,617,457,581,1528
acu07501_1,2593,1743,2692,3231,3838,4120,2966,2811,3526,1977,763,1242,799,521,1042,1356,2810,2575,1986,2481,817,1348,822,1815
acu07502_1,15,12,27,18,17,16,7,20,25,30,16,33,29,15,10,14,12,16,23,6,3,9,6,8
acu07503_1,641,431,618,611,343,345,232,210,633,866,699,679,473,570,422,473,1155,985,1227,1321,926,518,717,682
acu07504_1,465,419,576,567,429,421,368,311,602,748,746,888,396,416,323,294,406,399,409,521,408,253,219,330
acu07505_1,4748,1599,1680,1677,3518,6111,2018,1846,498,359,82,56,1046,735,893,1077,2461,1996,1963,2863,1965,1470,3308,4428
acu07506_1,3994,2189,3390,3562,3187,3220,2841,2458,3363,4068,2300,5169,3230,2138,6518,6417,3666,2818,1903,3443,1635,1254,1692,2829
acu07507_1,509,282,392,354,256,331,167,198,282,319,206,320,201,174,147,189,283,293,183,235,75,43,90,118
acu07508_1,4006,3195,3339,2913,1905,2222,1712,1686,2350,2542,3304,2646,2441,2963,1769,2449,2706,2350,2745,2911,1881,1026,1533,1766
acu07509_1,5947,7090,7224,6192,9649,9985,8358,8538,5331,5941,6723,6501,7798,8406,5665,6278,8867,9766,11325,10241,8511,8921,8730,10371
acu07510_1,627,338,360,384,930,1525,1350,961,101,200,79,72,1542,1140,321,187,725,587,778,782,1933,824,435,751
acu07511_1,359,366,271,179,1136,1244,542,338,175,211,183,78,373,284,154,127,228,192,180,232,2560,547,1116,1233
acu07512_1,6515,5188,5040,4426,4813,5370,4600,4443,5150,5253,7025,5337,6944,5829,7584,9308,5940,5697,6730,6867,8362,5745,8801,7199
acu07513_1,14937,14677,19938,19550,2854,3551,4324,4182,3221,2618,2028,2908,4438,3943,2607,2939,3928,4082,4797,4240,1700,1300,1680,2169
acu07514_1,4782,3853,4963,4271,831,810,726,763,363,410,1265,767,1067,992,2007,2496,1716,1471,1416,1899,1218,216,1235,800
acu07515_1,6439,4298,4197,4094,3088,3397,2981,3051,3228,3713,3899,3203,4167,3609,4287,4764,5899,5107,6483,6566,10413,6146,7512,7288
acu07516_1,718,414,564,519,411,520,377,401,222,270,129,271,194,139,240,187,334,247,205,335,152,94,92,255
acu07517_1,1025,695,1156,936,1151,1360,973,934,643,714,738,547,635,613,1144,1347,1188,1134,1253,1393,2912,1538,3137,2409
acu07518_1,247,148,174,122,87,70,102,60,11,10,53,66,109,168,50,40,6,8,11,6,363,151,431,235
acu07519_1,4,6,8,2,3,2,6,7,210,125,204,170,107,126,72,36,55,40,42,57,20,8,53,34
acu07520_1,1609,881,1467,1608,2136,2618,2073,2245,3216,2437,773,1915,1274,934,1892,2470,1187,925,541,1054,337,359,263,818
acu07521_1,736,513,516,532,565,568,847,776,983,1400,298,422,1333,767,1290,1142,619,404,445,566,519,365,838,969
acu07522_1,1401,1435,1314,863,1188,1217,1626,1507,381,371,391,739,692,826,595,686,462,459,580,558,1454,457,774,806
acu07523_1,3181,2245,1814,1474,2530,3007,3219,3189,971,1280,1428,1468,1451,1336,1101,1616,2008,1913,2187,2216,2556,1435,2572,2360
acu07524_1,109312,71263,76095,75730,28801,29048,43788,45692,34705,37434,23419,31131,33725,32963,43620,45750,33276,28325,31769,33907,26393,22437,30327,39792
acu07525_1,6771,8303,8374,8335,5064,5408,4053,4201,1301,1699,974,1308,1718,1293,1973,1863,7433,4998,5135,7261,1852,1406,1638,2829
acu07526_1,1821,1624,1219,1236,1313,1513,1653,1623,910,781,1715,2178,4336,3494,6527,8155,281,216,291,349,1465,629,1426,1293
acu07527_1,394,702,599,402,288,364,564,414,31,55,30,62,83,173,117,59,45,44,50,54,86,288,192,214
acu07528_1,704,577,639,530,1467,1589,1281,1336,1723,1420,1115,1942,1889,1375,1518,1799,340,270,212,282,182,129,153,265
acu07529_1,4823,11099,8045,7416,6344,7084,6659,6025,4728,4957,8249,11619,12524,11391,9133,8513,5310,5267,5283,6302,7614,5456,7843,8096
acu07530_1,7529,4387,4943,5427,3437,3866,3987,3891,6130,5211,3893,3860,4679,3977,4955,5563,7344,5074,6485,7694,2620,2207,4311,5168
acu07531_1,1441,1488,1329,951,461,636,848,823,172,129,364,498,62,101,978,706,654,676,747,777,1647,791,888,1076
acu07532_1,2238,1291,1546,1516,1868,2105,1641,1605,2101,2290,1690,1758,2199,1534,3054,3194,2397,1930,2157,2480,1210,920,1507,2102
acu07533_1,2587,2207,2658,1994,1482,1708,1532,1518,1398,956,2135,2768,1138,1111,922,1104,4157,3291,3712,4344,1949,1120,1330,1906
acu07534_1,7632,5179,3374,3945,573,627,649,617,3390,3218,5753,6086,2642,2632,2464,2646,6029,4573,5729,7062,693,708,439,650
acu07535_1,1687,995,1158,1214,802,894,744,646,754,699,540,598,647,436,649,722,1116,940,896,1311,917,432,762,926
acu07536_1,1449,1310,1487,1012,1108,1285,1652,1511,1259,2150,1568,1636,1953,2683,2501,2199,948,872,1055,1124,2012,1174,1588,1551
acu07537_1,4417,3140,4303,3833,5555,5815,3958,3826,5212,5270,2936,3837,4625,3669,4230,4686,3369,3085,3323,3450,5815,4107,4644,6022
acu07538_1,134,94,127,106,237,268,135,117,164,77,25,54,397,295,949,241,143,130,129,140,118,289,440,458
acu07539_1,7601,5413,7354,7336,12910,13401,8979,9016,5862,5798,1398,3025,4510,2871,5171,4087,6647,6672,5575,6532,3604,2959,3358,6129
acu07540_1,2175,1509,1632,1443,1451,1657,1374,1440,1566,1409,798,1130,1258,1147,1252,1198,3004,2723,2457,2926,1220,805,644,1251
acu07541_1,19,8,6,14,67,89,82,44,27,55,28,15,119,155,90,92,25,36,31,60,64,18,39,35
acu07542_1,1073,1673,1719,1662,1426,1651,1232,1263,1437,2227,739,1414,1230,939,1060,1114,2249,2913,2365,2137,1900,1836,1640,2382
acu07543_1,252,366,200,142,291,345,233,277,265,323,675,484,1681,1658,9667,18927,1129,1090,1386,1421,5209,2970,5186,3587
acu07544_1,1363,1068,1096,1139,1459,1562,1171,931,1136,1608,983,1485,2036,1724,1437,1645,1787,1517,1588,1749,1325,859,832,1579
acu07545_1,4,1,5,9,157,191,47,36,71,334,37,175,86,82,3,7,4,3,1,6,81,36,92,85
acu07546_1,16,15,10,12,118,161,19,26,32,38,10,20,106,95,12,5,9,2,4,1,12,16,19,40
acu07547_1,1659,1975,1576,1141,1628,1837,1414,1575,1169,1304,1062,1115,2494,3385,1627,1501,821,810,1128,929,2119,1028,1446,1090
acu07548_1,1864,1335,1598,1235,1191,1198,740,635,627,894,780,740,921,1118,442,521,817,622,721,859,1379,402,268,415
acu07549_1,5491,5304,9101,8973,47644,48162,49674,48456,40950,33885,79380,73705,58674,45072,37871,35843,12712,11332,14850,14818,24142,11977,25927,29338
acu07550_1,8876,6937,6614,5716,5668,6190,5715,5603,5748,6269,7018,6891,7931,8156,9039,10614,7150,6477,7417,7810,13541,6478,10424,9693
acu07551_1,4699,3296,3404,3243,6567,6871,6008,5722,2229,3633,5721,5346,10304,8932,8510,7820,4270,3741,4762,4669,2548,1603,2633,3635
acu07552_1,3055,1486,2374,2542,291,312,244,187,1087,881,379,1146,200,212,134,172,5128,3707,3561,4990,286,127,284,381
acu07553_1,26243,36130,30020,28761,22949,25255,15602,17918,16773,11443,13190,9727,46998,19447,34232,28314,117327,91640,105666,125149,14313,21176,21945,34333
acu07554_1,1212,1683,1932,2019,1608,1781,2458,2734,12,25,97,52,2116,774,6380,2469,1970,1514,1714,2388,199,132,666,772
acu07555_1,1790,1644,2112,1708,1608,1807,1144,1045,1868,1562,1188,1953,1550,1256,1361,1660,1152,1065,1035,1122,1090,666,704,763
acu07556_1,646,576,513,474,1401,1449,1379,1087,417,720,701,1066,1743,1556,650,835,822,789,959,892,1376,443,826,613
acu07557_1,85,75,636,1136,156,318,165,233,97,57,38,126,48,55,38,51,71,59,98,94,285,191,232,191
acu07558_1,297,971,1373,2248,45,115,64,67,0,0,0,1,0,1,0,1,0,7,2,2,0,0,0,0
acu07559_1,696,501,464,408,366,427,390,351,159,206,140,298,188,169,165,196,787,795,708,923,1265,501,493,701
acu07560_1,236,137,214,156,174,143,102,133,289,502,185,458,322,251,400,329,307,200,166,331,170,98,96,254
acu07561_1,1349,1077,1448,1311,1442,1732,1376,1436,607,1003,563,967,692,577,966,929,1526,1314,1188,1673,778,568,755,1495
acu07562_1,7030,5529,5983,6029,4320,5044,4346,4412,4598,6409,2586,4017,4715,3490,3182,3975,4117,3199,3287,3808,1543,1251,1527,2798
acu07563_1,162,67,65,81,299,322,583,232,486,995,240,361,1743,1312,1002,921,53,66,19,42,584,229,3449,3166
acu07564_1,1217,776,952,771,1048,1098,515,593,661,702,585,817,1922,1241,608,877,96,93,92,114,349,112,144,248
acu07565_1,2287,1738,2917,3230,653,1489,206,385,2073,1381,841,1379,93,56,300,218,674,615,586,800,27,16,12,46
acu07566_1,3522,2783,2601,2139,1521,1582,1510,1769,2608,3602,3781,5592,3401,3244,2853,2945,3074,2620,3019,3392,2431,1346,1580,1631
acu07567_1,3916,3695,3491,3068,2720,2964,2686,2857,2375,2996,3555,4655,3742,3180,4778,4784,4784,3800,4488,5242,2104,1486,2377,2943
acu07568_1,4313,2705,2873,2827,3777,4044,2705,2758,1466,1170,1375,1297,1194,783,1250,1360,4121,3302,3311,3948,1202,755,777,1397
acu07569_1,1847,2111,1582,1222,2237,2302,1832,1588,585,630,577,762,1743,1753,979,1036,1887,1638,2154,2365,2887,1146,1409,1346
acu07570_1,34585,33713,37977,42545,18440,19246,17944,16244,15004,15609,8050,22993,6559,5006,2669,5271,11190,10899,6496,8924,11815,9312,5461,11278
acu07571_1,4687,4281,5487,3758,4672,4883,4433,4840,2055,2342,1175,2239,3168,2791,1664,1654,3764,2530,2584,3632,2011,1388,1414,2424
acu07572_1,737,389,436,382,523,539,444,500,761,878,423,745,703,604,1033,889,786,523,595,843,317,311,260,618
acu07573_1,4553,2722,2596,2201,2058,2246,2675,2742,3212,2873,2454,2343,5702,5079,4322,3544,2509,2217,2979,2964,2242,1730,2360,2919
acu07574_1,188,147,137,119,93,81,76,95,165,234,97,259,263,229,160,177,309,310,333,297,372,147,234,234
acu07575_1,510,385,551,410,402,367,259,276,1399,1163,853,1571,1096,1012,760,607,1726,1390,1335,1806,891,426,474,652
acu07576_1,259,128,148,109,82,108,95,103,193,181,240,229,220,289,129,157,95,90,79,107,37,40,19,39
acu07577_1,103,72,71,103,338,427,1032,165,36,63,48,57,3477,4110,474,394,167,195,181,229,1616,1202,423,659
acu07578_1,823,496,587,563,601,573,480,441,410,632,360,476,342,274,429,441,877,623,558,722,201,126,177,277
acu07579_1,330,358,377,499,893,1005,982,840,1715,1463,679,1235,394,264,601,553,250,147,118,179,86,59,72,269
acu07580_1,100,128,92,98,62,70,106,108,3040,1786,976,789,169,150,96,98,94,95,47,116,53,23,73,94
acu07581_1,9737,8109,9005,9852,8281,8590,7219,7252,5661,4995,4733,6764,10332,8355,7069,9087,4924,3844,4038,5263,9336,4318,5895,7720
acu07582_1,3641,3302,3138,3171,3039,3428,2449,2041,2052,2021,2485,2398,2261,2210,2756,2596,3951,3779,3144,3956,3806,3120,2463,4048
acu07583_1,3995,4075,4807,4706,5539,5611,4816,4727,1170,1171,453,1655,1758,1273,904,1294,4818,4203,3124,4764,4017,2866,1987,2472
acu07584_1,4627,3141,2376,2072,1891,2027,1941,1890,904,466,2001,1904,721,1116,498,514,3976,3286,4608,4599,2977,1294,1596,1234
acu07585_1,150,97,119,94,596,597,608,479,828,835,260,563,1096,732,1074,597,209,201,301,258,455,206,446,318
acu07586_1,457,314,119,150,912,879,857,811,165,323,311,284,6524,4319,2860,905,1355,1239,1762,1717,988,473,937,1096
acu07587_1,1112,904,867,752,1148,1226,1094,1043,907,1037,768,1153,1195,1043,882,820,1251,1145,1288,1257,1567,780,932,706
acu07588_1,66,65,53,32,78,71,60,75,13,15,16,14,6,7,8,13,34,47,43,48,73,58,56,40
acu07589_1,163,110,93,63,109,110,101,89,87,121,49,134,128,88,162,78,332,269,259,354,150,120,129,244
acu07590_1,2874,1932,1217,1039,932,1149,640,653,1869,2317,8571,5247,7020,9005,3917,4746,4918,3926,5461,5793,2936,1846,2782,2880
acu07591_1,403,209,296,297,428,455,298,261,65,84,19,104,83,50,54,66,715,596,363,641,239,95,223,386
acu07592_1,3969,2659,2656,2518,2630,2969,2275,2500,2169,1872,1260,2145,2468,1837,1780,2036,2776,1956,1916,2523,1323,956,866,1408
acu07593_1,7153,5663,5938,5748,6699,7053,5705,5309,2526,1840,1062,2821,1884,1316,1362,1446,4248,3386,3091,4123,1839,1243,1156,1845
acu07594_1,3326,2073,2765,2851,2000,2147,1599,1501,3804,4499,1945,3494,1882,1197,2766,3773,4914,3654,2909,4042,1654,1780,1536,3456
acu07595_1,6445,4451,4260,3939,7421,8143,7597,7418,6665,4370,4793,3681,13290,12095,14122,17594,6193,6963,7698,7755,15531,11901,15307,12344
acu07596_1,4243,3851,3873,3660,4989,5485,3795,3943,3840,3104,1564,2324,3268,1887,1584,1739,3534,3486,3034,3549,2075,1490,1333,2084
acu07597_1,5510,4083,3943,3229,4051,4543,3594,3958,2283,2170,1564,1977,3388,2861,2543,2505,2139,1574,1394,2259,1905,1088,1417,1896
acu07598_1,1992,1710,2007,2113,6045,6899,4545,4575,2148,1865,763,1619,1619,1143,1544,1448,2457,2182,2031,2218,1268,1145,1211,2139
acu07599_1,716,201,564,642,731,806,589,458,551,342,260,306,494,400,442,518,1077,976,855,1020,823,269,639,896
acu07600_1,37,10,16,28,12,18,8,6,49,25,28,58,16,23,19,14,13,9,19,14,15,9,6,12
acu07601_1,1847,1143,1477,939,521,520,561,404,1642,917,1431,575,220,336,262,341,295,283,330,383,371,155,307,191
acu07602_1,7699,4051,4808,4756,7113,7380,5902,5672,5775,5926,3912,4263,6677,4648,7663,7828,6562,5291,5686,6558,5976,4077,7144,8306
acu07603_1,251,101,110,132,134,134,97,77,158,151,108,85,144,97,126,126,133,112,109,151,61,30,53,92
acu07604_1,2658,2084,2231,2206,2195,2173,1696,1743,1244,1748,873,1445,1682,1338,1772,1467,1665,1636,1585,1968,1587,709,1211,1568
acu07605_1,204,147,192,230,243,228,219,214,129,248,180,177,284,283,165,193,409,305,360,373,518,263,173,316
acu07606_1,488,330,446,471,541,528,346,387,335,582,426,572,369,339,413,401,547,485,388,546,369,244,320,489
acu07607_1,8685,6795,6505,5181,4602,4956,5354,5464,5286,5328,5762,6205,8300,8407,7421,8259,5736,5171,6882,6808,9390,4816,8250,6182
acu07608_1,1870,1324,1681,1453,1360,1482,1090,1134,1372,1649,912,1501,972,666,1244,1441,1522,1235,1107,1410,882,659,1080,1627
acu07609_1,8246,7715,8401,5034,3773,4035,3525,4013,1564,1635,960,2140,2947,3136,649,888,963,838,940,917,4207,1846,1894,2080
acu07610_1,1912,1420,1621,1620,1224,1326,901,822,1739,1788,971,1304,1100,911,1290,1405,2031,1428,1455,1910,714,804,675,1031
acu07611_1,152,188,139,182,182,165,171,197,169,280,309,354,255,306,306,333,228,194,263,276,241,153,140,145
acu07612_1,645,403,588,585,459,620,774,773,371,610,319,541,713,523,1097,952,596,490,348,574,796,458,639,1045
acu07613_1,509,259,502,492,601,672,577,560,834,983,825,937,1213,1017,1575,1630,730,723,633,748,1272,589,1037,1610
acu07614_1,210,132,142,217,85,162,97,110,95,127,148,221,90,82,104,121,878,819,914,919,395,178,260,314
